ORIGIN;DESTINATION;Rides;O_Lon;O_Lat;D_Lon;D_Lat;Geom
OHARE;HUMBOLDT PARK;0;-87.89349472;41.97555516;-87.72091881;41.90006985;
OHARE;IRVING PARK;0;-87.89349472;41.97555516;-87.73815125;41.94987713;
OHARE;JEFFERSON PARK;0;-87.89349472;41.97555516;-87.77116692;41.97882998;
OHARE;KENWOOD;0;-87.89349472;41.97555516;-87.59618358;41.80891637;
OHARE;LAKE VIEW;0;-87.89349472;41.97555516;-87.65599893;41.94422687;
OHARE;LINCOLN PARK;0;-87.89349472;41.97555516;-87.64948972;41.92268612;
OHARE;LINCOLN SQUARE;0;-87.89349472;41.97555516;-87.68751544;41.97517153;
OHARE;LOGAN SQUARE;0;-87.89349472;41.97555516;-87.67997294;41.92047802;
OHARE;LOOP;0;-87.89349472;41.97555516;-87.62519187;41.87886595;
OHARE;LOWER WEST SIDE;0;-87.89349472;41.97555516;-87.66756823;41.85026617;
OHARE;MCKINLEY PARK;0;-87.89349472;41.97555516;-87.6725027;41.82992225;
OHARE;MONTCLARE;0;-87.89349472;41.97555516;-87.79761488;41.92561056;
OHARE;NEAR NORTH SIDE;0;-87.89349472;41.97555516;-87.63330944;41.89960211;
OHARE;NEAR SOUTH SIDE;0;-87.89349472;41.97555516;-87.62033483;41.85718427;
OHARE;NEAR WEST SIDE;0;-87.89349472;41.97555516;-87.66351789;41.87400538;
OHARE;NEW CITY;0;-87.89349472;41.97555516;-87.65916685;41.80901852;
OHARE;NORTH CENTER;0;-87.89349472;41.97555516;-87.68383518;41.94779237;
OHARE;NORTH LAWNDALE;0;-87.89349472;41.97555516;-87.71721947;41.86018959;
OHARE;NORWOOD PARK;0;-87.89349472;41.97555516;-87.80453106;41.98501519;
OHARE;PORTAGE PARK;0;-87.89349472;41.97555516;-87.76339991;41.95402816;
OHARE;SOUTH LAWNDALE;0;-87.89349472;41.97555516;-87.7140021;41.83908701;
OHARE;UPTOWN;0;-87.89349472;41.97555516;-87.65587932;41.96581208;
OHARE;WEST ENGLEWOOD;0;-87.89349472;41.97555516;-87.66659636;41.77593029;
OHARE;WEST GARFIELD PARK;0;-87.89349472;41.97555516;-87.72799576;41.87705644;
OHARE;WEST RIDGE;0;-87.89349472;41.97555516;-87.69501266;42.00157215;
OHARE;WEST TOWN;0;-87.89349472;41.97555516;-87.67635713;41.90120673;
OHARE;WOODLAWN;0;-87.89349472;41.97555516;-87.59492536;41.77887641;
PORTAGE PARK;ALBANY PARK;0;-87.76339991;41.95402816;-87.72155978;41.96806847;
PORTAGE PARK;ARCHER HEIGHTS;0;-87.76339991;41.95402816;-87.72636284;41.81087957;
PORTAGE PARK;ARMOUR SQUARE;0;-87.76339991;41.95402816;-87.6339737;41.84207749;
PORTAGE PARK;AUSTIN;72;-87.76339991;41.95402816;-87.76311182;41.8941013;
PORTAGE PARK;AVONDALE;315;-87.76339991;41.95402816;-87.71121064;41.93866589;
PORTAGE PARK;BELMONT CRAGIN;1088;-87.76339991;41.95402816;-87.78802248;41.92764196;
PORTAGE PARK;BRIDGEPORT;0;-87.76339991;41.95402816;-87.64878825;41.83615066;
PORTAGE PARK;BRIGHTON PARK;0;-87.76339991;41.95402816;-87.69886064;41.8173668;
PORTAGE PARK;CHICAGO LAWN;0;-87.76339991;41.95402816;-87.69566636;41.77184916;
PORTAGE PARK;DUNNING;322;-87.76339991;41.95402816;-87.78151878;41.94935283;
PORTAGE PARK;EAST GARFIELD PARK;1;-87.76339991;41.95402816;-87.70589721;41.87891463;
PORTAGE PARK;GARFIELD RIDGE;0;-87.76339991;41.95402816;-87.76423968;41.79618561;
PORTAGE PARK;HERMOSA;122;-87.76339991;41.95402816;-87.73474016;41.92434776;
PORTAGE PARK;HUMBOLDT PARK;33;-87.76339991;41.95402816;-87.72091881;41.90006985;
PORTAGE PARK;IRVING PARK;751;-87.76339991;41.95402816;-87.73815125;41.94987713;
PORTAGE PARK;JEFFERSON PARK;0;-87.76339991;41.95402816;-87.77116692;41.97882998;
PORTAGE PARK;KENWOOD;0;-87.76339991;41.95402816;-87.59618358;41.80891637;
PORTAGE PARK;LAKE VIEW;0;-87.76339991;41.95402816;-87.65599893;41.94422687;
PORTAGE PARK;LINCOLN PARK;1;-87.76339991;41.95402816;-87.64948972;41.92268612;
PORTAGE PARK;LINCOLN SQUARE;0;-87.76339991;41.95402816;-87.68751544;41.97517153;
PORTAGE PARK;LOGAN SQUARE;277;-87.76339991;41.95402816;-87.67997294;41.92047802;
PORTAGE PARK;LOOP;0;-87.76339991;41.95402816;-87.62519187;41.87886595;
PORTAGE PARK;LOWER WEST SIDE;4;-87.76339991;41.95402816;-87.66756823;41.85026617;
PORTAGE PARK;MCKINLEY PARK;0;-87.76339991;41.95402816;-87.6725027;41.82992225;
PORTAGE PARK;MONTCLARE;65;-87.76339991;41.95402816;-87.79761488;41.92561056;
PORTAGE PARK;NEAR NORTH SIDE;0;-87.76339991;41.95402816;-87.63330944;41.89960211;
PORTAGE PARK;NEAR SOUTH SIDE;0;-87.76339991;41.95402816;-87.62033483;41.85718427;
PORTAGE PARK;NEAR WEST SIDE;7;-87.76339991;41.95402816;-87.66351789;41.87400538;
PORTAGE PARK;NEW CITY;0;-87.76339991;41.95402816;-87.65916685;41.80901852;
PORTAGE PARK;NORTH CENTER;15;-87.76339991;41.95402816;-87.68383518;41.94779237;
PORTAGE PARK;NORTH LAWNDALE;1;-87.76339991;41.95402816;-87.71721947;41.86018959;
PORTAGE PARK;NORWOOD PARK;0;-87.76339991;41.95402816;-87.80453106;41.98501519;
PORTAGE PARK;PORTAGE PARK;3919;-87.76339991;41.95402816;-87.76339991;41.95402816;
PORTAGE PARK;SOUTH LAWNDALE;1;-87.76339991;41.95402816;-87.7140021;41.83908701;
PORTAGE PARK;UPTOWN;0;-87.76339991;41.95402816;-87.65587932;41.96581208;
PORTAGE PARK;WEST ENGLEWOOD;0;-87.76339991;41.95402816;-87.66659636;41.77593029;
PORTAGE PARK;WEST GARFIELD PARK;3;-87.76339991;41.95402816;-87.72799576;41.87705644;
PORTAGE PARK;WEST RIDGE;0;-87.76339991;41.95402816;-87.69501266;42.00157215;
PORTAGE PARK;WEST TOWN;78;-87.76339991;41.95402816;-87.67635713;41.90120673;
PORTAGE PARK;WOODLAWN;0;-87.76339991;41.95402816;-87.59492536;41.77887641;
SOUTH LAWNDALE;ALBANY PARK;0;-87.7140021;41.83908701;-87.72155978;41.96806847;
SOUTH LAWNDALE;ARCHER HEIGHTS;4;-87.7140021;41.83908701;-87.72636284;41.81087957;
SOUTH LAWNDALE;ARMOUR SQUARE;0;-87.7140021;41.83908701;-87.6339737;41.84207749;
SOUTH LAWNDALE;AUSTIN;17;-87.7140021;41.83908701;-87.76311182;41.8941013;
SOUTH LAWNDALE;AVONDALE;1;-87.7140021;41.83908701;-87.71121064;41.93866589;
SOUTH LAWNDALE;BELMONT CRAGIN;1;-87.7140021;41.83908701;-87.78802248;41.92764196;
SOUTH LAWNDALE;BRIDGEPORT;1;-87.7140021;41.83908701;-87.64878825;41.83615066;
SOUTH LAWNDALE;BRIGHTON PARK;5;-87.7140021;41.83908701;-87.69886064;41.8173668;
SOUTH LAWNDALE;CHICAGO LAWN;2;-87.7140021;41.83908701;-87.69566636;41.77184916;
SOUTH LAWNDALE;DUNNING;0;-87.7140021;41.83908701;-87.78151878;41.94935283;
SOUTH LAWNDALE;EAST GARFIELD PARK;33;-87.7140021;41.83908701;-87.70589721;41.87891463;
SOUTH LAWNDALE;GARFIELD RIDGE;0;-87.7140021;41.83908701;-87.76423968;41.79618561;
SOUTH LAWNDALE;HERMOSA;1;-87.7140021;41.83908701;-87.73474016;41.92434776;
SOUTH LAWNDALE;HUMBOLDT PARK;9;-87.7140021;41.83908701;-87.72091881;41.90006985;
SOUTH LAWNDALE;IRVING PARK;9;-87.7140021;41.83908701;-87.73815125;41.94987713;
SOUTH LAWNDALE;JEFFERSON PARK;0;-87.7140021;41.83908701;-87.77116692;41.97882998;
SOUTH LAWNDALE;KENWOOD;1;-87.7140021;41.83908701;-87.59618358;41.80891637;
SOUTH LAWNDALE;LAKE VIEW;0;-87.7140021;41.83908701;-87.65599893;41.94422687;
SOUTH LAWNDALE;LINCOLN PARK;0;-87.7140021;41.83908701;-87.64948972;41.92268612;
SOUTH LAWNDALE;LINCOLN SQUARE;0;-87.7140021;41.83908701;-87.68751544;41.97517153;
SOUTH LAWNDALE;LOGAN SQUARE;26;-87.7140021;41.83908701;-87.67997294;41.92047802;
SOUTH LAWNDALE;LOOP;0;-87.7140021;41.83908701;-87.62519187;41.87886595;
SOUTH LAWNDALE;LOWER WEST SIDE;359;-87.7140021;41.83908701;-87.66756823;41.85026617;
SOUTH LAWNDALE;MCKINLEY PARK;2;-87.7140021;41.83908701;-87.6725027;41.82992225;
SOUTH LAWNDALE;MONTCLARE;1;-87.7140021;41.83908701;-87.79761488;41.92561056;
SOUTH LAWNDALE;NEAR NORTH SIDE;0;-87.7140021;41.83908701;-87.63330944;41.89960211;
SOUTH LAWNDALE;NEAR SOUTH SIDE;0;-87.7140021;41.83908701;-87.62033483;41.85718427;
SOUTH LAWNDALE;NEAR WEST SIDE;129;-87.7140021;41.83908701;-87.66351789;41.87400538;
SOUTH LAWNDALE;NEW CITY;0;-87.7140021;41.83908701;-87.65916685;41.80901852;
SOUTH LAWNDALE;NORTH CENTER;0;-87.7140021;41.83908701;-87.68383518;41.94779237;
SOUTH LAWNDALE;NORTH LAWNDALE;755;-87.7140021;41.83908701;-87.71721947;41.86018959;
SOUTH LAWNDALE;NORWOOD PARK;0;-87.7140021;41.83908701;-87.80453106;41.98501519;
SOUTH LAWNDALE;PORTAGE PARK;0;-87.7140021;41.83908701;-87.76339991;41.95402816;
SOUTH LAWNDALE;SOUTH LAWNDALE;6665;-87.7140021;41.83908701;-87.7140021;41.83908701;
SOUTH LAWNDALE;UPTOWN;0;-87.7140021;41.83908701;-87.65587932;41.96581208;
SOUTH LAWNDALE;WEST ENGLEWOOD;0;-87.7140021;41.83908701;-87.66659636;41.77593029;
SOUTH LAWNDALE;WEST GARFIELD PARK;11;-87.7140021;41.83908701;-87.72799576;41.87705644;
SOUTH LAWNDALE;WEST RIDGE;0;-87.7140021;41.83908701;-87.69501266;42.00157215;
SOUTH LAWNDALE;WEST TOWN;20;-87.7140021;41.83908701;-87.67635713;41.90120673;
SOUTH LAWNDALE;WOODLAWN;0;-87.7140021;41.83908701;-87.59492536;41.77887641;
UPTOWN;ALBANY PARK;0;-87.65587932;41.96581208;-87.72155978;41.96806847;
UPTOWN;ARCHER HEIGHTS;0;-87.65587932;41.96581208;-87.72636284;41.81087957;
UPTOWN;ARMOUR SQUARE;0;-87.65587932;41.96581208;-87.6339737;41.84207749;
UPTOWN;AUSTIN;0;-87.65587932;41.96581208;-87.76311182;41.8941013;
UPTOWN;AVONDALE;0;-87.65587932;41.96581208;-87.71121064;41.93866589;
UPTOWN;BELMONT CRAGIN;0;-87.65587932;41.96581208;-87.78802248;41.92764196;
UPTOWN;BRIDGEPORT;0;-87.65587932;41.96581208;-87.64878825;41.83615066;
UPTOWN;BRIGHTON PARK;0;-87.65587932;41.96581208;-87.69886064;41.8173668;
UPTOWN;CHICAGO LAWN;0;-87.65587932;41.96581208;-87.69566636;41.77184916;
UPTOWN;DUNNING;0;-87.65587932;41.96581208;-87.78151878;41.94935283;
UPTOWN;EAST GARFIELD PARK;0;-87.65587932;41.96581208;-87.70589721;41.87891463;
UPTOWN;GARFIELD RIDGE;0;-87.65587932;41.96581208;-87.76423968;41.79618561;
UPTOWN;HERMOSA;0;-87.65587932;41.96581208;-87.73474016;41.92434776;
UPTOWN;HUMBOLDT PARK;0;-87.65587932;41.96581208;-87.72091881;41.90006985;
UPTOWN;IRVING PARK;0;-87.65587932;41.96581208;-87.73815125;41.94987713;
UPTOWN;JEFFERSON PARK;0;-87.65587932;41.96581208;-87.77116692;41.97882998;
UPTOWN;KENWOOD;0;-87.65587932;41.96581208;-87.59618358;41.80891637;
UPTOWN;LAKE VIEW;0;-87.65587932;41.96581208;-87.65599893;41.94422687;
UPTOWN;LINCOLN PARK;0;-87.65587932;41.96581208;-87.64948972;41.92268612;
UPTOWN;LINCOLN SQUARE;0;-87.65587932;41.96581208;-87.68751544;41.97517153;
UPTOWN;LOGAN SQUARE;0;-87.65587932;41.96581208;-87.67997294;41.92047802;
UPTOWN;LOOP;0;-87.65587932;41.96581208;-87.62519187;41.87886595;
UPTOWN;LOWER WEST SIDE;0;-87.65587932;41.96581208;-87.66756823;41.85026617;
UPTOWN;MCKINLEY PARK;0;-87.65587932;41.96581208;-87.6725027;41.82992225;
UPTOWN;MONTCLARE;0;-87.65587932;41.96581208;-87.79761488;41.92561056;
UPTOWN;NEAR NORTH SIDE;0;-87.65587932;41.96581208;-87.63330944;41.89960211;
UPTOWN;NEAR SOUTH SIDE;0;-87.65587932;41.96581208;-87.62033483;41.85718427;
UPTOWN;NEAR WEST SIDE;0;-87.65587932;41.96581208;-87.66351789;41.87400538;
UPTOWN;NEW CITY;0;-87.65587932;41.96581208;-87.65916685;41.80901852;
UPTOWN;NORTH CENTER;0;-87.65587932;41.96581208;-87.68383518;41.94779237;
UPTOWN;NORTH LAWNDALE;0;-87.65587932;41.96581208;-87.71721947;41.86018959;
UPTOWN;NORWOOD PARK;0;-87.65587932;41.96581208;-87.80453106;41.98501519;
UPTOWN;PORTAGE PARK;0;-87.65587932;41.96581208;-87.76339991;41.95402816;
UPTOWN;SOUTH LAWNDALE;0;-87.65587932;41.96581208;-87.7140021;41.83908701;
UPTOWN;UPTOWN;1;-87.65587932;41.96581208;-87.65587932;41.96581208;
UPTOWN;WEST ENGLEWOOD;0;-87.65587932;41.96581208;-87.66659636;41.77593029;
UPTOWN;WEST GARFIELD PARK;0;-87.65587932;41.96581208;-87.72799576;41.87705644;
UPTOWN;WEST RIDGE;0;-87.65587932;41.96581208;-87.69501266;42.00157215;
UPTOWN;WEST TOWN;0;-87.65587932;41.96581208;-87.67635713;41.90120673;
UPTOWN;WOODLAWN;0;-87.65587932;41.96581208;-87.59492536;41.77887641;
WEST GARFIELD PARK;ALBANY PARK;0;-87.73023251;41.87859467;-87.72155978;41.96806847;
WEST GARFIELD PARK;ARCHER HEIGHTS;1;-87.73023251;41.87859467;-87.72636284;41.81087957;
WEST GARFIELD PARK;ARMOUR SQUARE;0;-87.73023251;41.87859467;-87.6339737;41.84207749;
WEST GARFIELD PARK;AUSTIN;640;-87.73023251;41.87859467;-87.76311182;41.8941013;
WEST GARFIELD PARK;AVONDALE;4;-87.73023251;41.87859467;-87.71121064;41.93866589;
WEST GARFIELD PARK;BELMONT CRAGIN;3;-87.73023251;41.87859467;-87.78802248;41.92764196;
WEST GARFIELD PARK;BRIDGEPORT;0;-87.73023251;41.87859467;-87.64878825;41.83615066;
WEST GARFIELD PARK;BRIGHTON PARK;0;-87.73023251;41.87859467;-87.69886064;41.8173668;
WEST GARFIELD PARK;CHICAGO LAWN;0;-87.73023251;41.87859467;-87.69566636;41.77184916;
WEST GARFIELD PARK;DUNNING;1;-87.73023251;41.87859467;-87.78151878;41.94935283;
WEST GARFIELD PARK;EAST GARFIELD PARK;370;-87.73023251;41.87859467;-87.70589721;41.87891463;
WEST GARFIELD PARK;GARFIELD RIDGE;0;-87.73023251;41.87859467;-87.76423968;41.79618561;
WEST GARFIELD PARK;HERMOSA;8;-87.73023251;41.87859467;-87.73474016;41.92434776;
WEST GARFIELD PARK;HUMBOLDT PARK;533;-87.73023251;41.87859467;-87.72091881;41.90006985;
WEST GARFIELD PARK;IRVING PARK;6;-87.73023251;41.87859467;-87.73815125;41.94987713;
WEST GARFIELD PARK;JEFFERSON PARK;0;-87.73023251;41.87859467;-87.77116692;41.97882998;
WEST GARFIELD PARK;KENWOOD;0;-87.73023251;41.87859467;-87.59618358;41.80891637;
WEST GARFIELD PARK;LAKE VIEW;0;-87.73023251;41.87859467;-87.65599893;41.94422687;
WEST GARFIELD PARK;LINCOLN PARK;1;-87.73023251;41.87859467;-87.64948972;41.92268612;
WEST GARFIELD PARK;LINCOLN SQUARE;0;-87.73023251;41.87859467;-87.68751544;41.97517153;
WEST GARFIELD PARK;LOGAN SQUARE;18;-87.73023251;41.87859467;-87.67997294;41.92047802;
WEST GARFIELD PARK;LOOP;0;-87.73023251;41.87859467;-87.62519187;41.87886595;
WEST GARFIELD PARK;LOWER WEST SIDE;5;-87.73023251;41.87859467;-87.66756823;41.85026617;
WEST GARFIELD PARK;MCKINLEY PARK;0;-87.73023251;41.87859467;-87.6725027;41.82992225;
WEST GARFIELD PARK;MONTCLARE;3;-87.73023251;41.87859467;-87.79761488;41.92561056;
WEST GARFIELD PARK;NEAR NORTH SIDE;2;-87.73023251;41.87859467;-87.63330944;41.89960211;
WEST GARFIELD PARK;NEAR SOUTH SIDE;0;-87.73023251;41.87859467;-87.62033483;41.85718427;
WEST GARFIELD PARK;NEAR WEST SIDE;137;-87.73023251;41.87859467;-87.66351789;41.87400538;
WEST GARFIELD PARK;NEW CITY;0;-87.73023251;41.87859467;-87.65916685;41.80901852;
WEST GARFIELD PARK;NORTH CENTER;0;-87.73023251;41.87859467;-87.68383518;41.94779237;
WEST GARFIELD PARK;NORTH LAWNDALE;275;-87.73023251;41.87859467;-87.71721947;41.86018959;
WEST GARFIELD PARK;NORWOOD PARK;0;-87.73023251;41.87859467;-87.80453106;41.98501519;
WEST GARFIELD PARK;PORTAGE PARK;4;-87.73023251;41.87859467;-87.76339991;41.95402816;
WEST GARFIELD PARK;SOUTH LAWNDALE;25;-87.73023251;41.87859467;-87.7140021;41.83908701;
WEST GARFIELD PARK;UPTOWN;0;-87.73023251;41.87859467;-87.65587932;41.96581208;
WEST GARFIELD PARK;WEST ENGLEWOOD;0;-87.73023251;41.87859467;-87.66659636;41.77593029;
WEST GARFIELD PARK;WEST GARFIELD PARK;2971;-87.73023251;41.87859467;-87.72799576;41.87705644;
WEST GARFIELD PARK;WEST RIDGE;0;-87.73023251;41.87859467;-87.69501266;42.00157215;
WEST GARFIELD PARK;WEST TOWN;38;-87.73023251;41.87859467;-87.67635713;41.90120673;
WEST GARFIELD PARK;WOODLAWN;0;-87.73023251;41.87859467;-87.59492536;41.77887641;
WEST TOWN;ALBANY PARK;0;-87.67635713;41.90120673;-87.72155978;41.96806847;
WEST TOWN;ARCHER HEIGHTS;0;-87.67635713;41.90120673;-87.72636284;41.81087957;
WEST TOWN;ARMOUR SQUARE;0;-87.67635713;41.90120673;-87.6339737;41.84207749;
WEST TOWN;AUSTIN;219;-87.67635713;41.90120673;-87.76311182;41.8941013;
WEST TOWN;AVONDALE;989;-87.67635713;41.90120673;-87.71121064;41.93866589;
WEST TOWN;BELMONT CRAGIN;172;-87.67635713;41.90120673;-87.78802248;41.92764196;
WEST TOWN;BRIDGEPORT;4;-87.67635713;41.90120673;-87.64878825;41.83615066;
WEST TOWN;BRIGHTON PARK;0;-87.67635713;41.90120673;-87.69886064;41.8173668;
WEST TOWN;CHICAGO LAWN;0;-87.67635713;41.90120673;-87.69566636;41.77184916;
WEST TOWN;DUNNING;19;-87.67635713;41.90120673;-87.78151878;41.94935283;
WEST TOWN;EAST GARFIELD PARK;342;-87.67635713;41.90120673;-87.70589721;41.87891463;
WEST TOWN;GARFIELD RIDGE;0;-87.67635713;41.90120673;-87.76423968;41.79618561;
WEST TOWN;HERMOSA;174;-87.67635713;41.90120673;-87.73474016;41.92434776;
WEST TOWN;HUMBOLDT PARK;2702;-87.67635713;41.90120673;-87.72091881;41.90006985;
WEST TOWN;IRVING PARK;316;-87.67635713;41.90120673;-87.73815125;41.94987713;
WEST TOWN;JEFFERSON PARK;0;-87.67635713;41.90120673;-87.77116692;41.97882998;
WEST TOWN;KENWOOD;0;-87.67635713;41.90120673;-87.59618358;41.80891637;
WEST TOWN;LAKE VIEW;10;-87.67635713;41.90120673;-87.65599893;41.94422687;
WEST TOWN;LINCOLN PARK;530;-87.67635713;41.90120673;-87.64948972;41.92268612;
WEST TOWN;LINCOLN SQUARE;0;-87.67635713;41.90120673;-87.68751544;41.97517153;
WEST TOWN;LOGAN SQUARE;21970;-87.67635713;41.90120673;-87.67997294;41.92047802;
WEST TOWN;LOOP;6;-87.67635713;41.90120673;-87.62519187;41.87886595;
WEST TOWN;LOWER WEST SIDE;540;-87.67635713;41.90120673;-87.66756823;41.85026617;
WEST TOWN;MCKINLEY PARK;2;-87.67635713;41.90120673;-87.6725027;41.82992225;
WEST TOWN;MONTCLARE;2;-87.67635713;41.90120673;-87.79761488;41.92561056;
WEST TOWN;NEAR NORTH SIDE;668;-87.67635713;41.90120673;-87.63330944;41.89960211;
WEST TOWN;NEAR SOUTH SIDE;0;-87.67635713;41.90120673;-87.62033483;41.85718427;
WEST TOWN;NEAR WEST SIDE;18981;-87.67635713;41.90120673;-87.66351789;41.87400538;
WEST TOWN;NEW CITY;1;-87.67635713;41.90120673;-87.65916685;41.80901852;
WEST TOWN;NORTH CENTER;45;-87.67635713;41.90120673;-87.68383518;41.94779237;
WEST TOWN;NORTH LAWNDALE;199;-87.67635713;41.90120673;-87.71721947;41.86018959;
WEST TOWN;NORWOOD PARK;0;-87.67635713;41.90120673;-87.80453106;41.98501519;
WEST TOWN;PORTAGE PARK;86;-87.67635713;41.90120673;-87.76339991;41.95402816;
WEST TOWN;SOUTH LAWNDALE;64;-87.67635713;41.90120673;-87.7140021;41.83908701;
WEST TOWN;UPTOWN;2;-87.67635713;41.90120673;-87.65587932;41.96581208;
WEST TOWN;WEST ENGLEWOOD;0;-87.67635713;41.90120673;-87.66659636;41.77593029;
WEST TOWN;WEST GARFIELD PARK;38;-87.67635713;41.90120673;-87.72799576;41.87705644;
WEST TOWN;WEST RIDGE;0;-87.67635713;41.90120673;-87.69501266;42.00157215;
WEST TOWN;WEST TOWN;138175;-87.67635713;41.90120673;-87.67635713;41.90120673;
WEST TOWN;WOODLAWN;0;-87.67635713;41.90120673;-87.59492536;41.77887641;
WOODLAWN;ALBANY PARK;0;-87.59492536;41.77887641;-87.72155978;41.96806847;
WOODLAWN;ARCHER HEIGHTS;0;-87.59492536;41.77887641;-87.72636284;41.81087957;
WOODLAWN;ARMOUR SQUARE;0;-87.59492536;41.77887641;-87.6339737;41.84207749;
WOODLAWN;AUSTIN;0;-87.59492536;41.77887641;-87.76311182;41.8941013;
WOODLAWN;AVONDALE;0;-87.59492536;41.77887641;-87.71121064;41.93866589;
WOODLAWN;BELMONT CRAGIN;0;-87.59492536;41.77887641;-87.78802248;41.92764196;
WOODLAWN;BRIDGEPORT;0;-87.59492536;41.77887641;-87.64878825;41.83615066;
WOODLAWN;BRIGHTON PARK;0;-87.59492536;41.77887641;-87.69886064;41.8173668;
WOODLAWN;CHICAGO LAWN;0;-87.59492536;41.77887641;-87.69566636;41.77184916;
WOODLAWN;DUNNING;0;-87.59492536;41.77887641;-87.78151878;41.94935283;
WOODLAWN;EAST GARFIELD PARK;0;-87.59492536;41.77887641;-87.70589721;41.87891463;
WOODLAWN;GARFIELD RIDGE;0;-87.59492536;41.77887641;-87.76423968;41.79618561;
WOODLAWN;HERMOSA;0;-87.59492536;41.77887641;-87.73474016;41.92434776;
WOODLAWN;HUMBOLDT PARK;0;-87.59492536;41.77887641;-87.72091881;41.90006985;
WOODLAWN;IRVING PARK;0;-87.59492536;41.77887641;-87.73815125;41.94987713;
WOODLAWN;JEFFERSON PARK;0;-87.59492536;41.77887641;-87.77116692;41.97882998;
WOODLAWN;KENWOOD;0;-87.59492536;41.77887641;-87.59618358;41.80891637;
WOODLAWN;LAKE VIEW;0;-87.59492536;41.77887641;-87.65599893;41.94422687;
WOODLAWN;LINCOLN PARK;0;-87.59492536;41.77887641;-87.64948972;41.92268612;
WOODLAWN;LINCOLN SQUARE;0;-87.59492536;41.77887641;-87.68751544;41.97517153;
WOODLAWN;LOGAN SQUARE;0;-87.59492536;41.77887641;-87.67997294;41.92047802;
WOODLAWN;LOOP;0;-87.59492536;41.77887641;-87.62519187;41.87886595;
WOODLAWN;LOWER WEST SIDE;0;-87.59492536;41.77887641;-87.66756823;41.85026617;
WOODLAWN;MCKINLEY PARK;0;-87.59492536;41.77887641;-87.6725027;41.82992225;
WOODLAWN;MONTCLARE;0;-87.59492536;41.77887641;-87.79761488;41.92561056;
WOODLAWN;NEAR NORTH SIDE;0;-87.59492536;41.77887641;-87.63330944;41.89960211;
WOODLAWN;NEAR SOUTH SIDE;0;-87.59492536;41.77887641;-87.62033483;41.85718427;
WOODLAWN;NEAR WEST SIDE;2;-87.59492536;41.77887641;-87.66351789;41.87400538;
WOODLAWN;NEW CITY;0;-87.59492536;41.77887641;-87.65916685;41.80901852;
WOODLAWN;NORTH CENTER;0;-87.59492536;41.77887641;-87.68383518;41.94779237;
WOODLAWN;NORTH LAWNDALE;0;-87.59492536;41.77887641;-87.71721947;41.86018959;
WOODLAWN;NORWOOD PARK;0;-87.59492536;41.77887641;-87.80453106;41.98501519;
WOODLAWN;PORTAGE PARK;0;-87.59492536;41.77887641;-87.76339991;41.95402816;
WOODLAWN;SOUTH LAWNDALE;0;-87.59492536;41.77887641;-87.7140021;41.83908701;
WOODLAWN;UPTOWN;0;-87.59492536;41.77887641;-87.65587932;41.96581208;
WOODLAWN;WEST ENGLEWOOD;0;-87.59492536;41.77887641;-87.66659636;41.77593029;
WOODLAWN;WEST GARFIELD PARK;0;-87.59492536;41.77887641;-87.72799576;41.87705644;
WOODLAWN;WEST RIDGE;0;-87.59492536;41.77887641;-87.69501266;42.00157215;
WOODLAWN;WEST TOWN;0;-87.59492536;41.77887641;-87.67635713;41.90120673;
WOODLAWN;WOODLAWN;3;-87.59492536;41.77887641;-87.59492536;41.77887641;
